name	MPS_read	MOF_read	MPS_write	MOF_write	JSON.parse	json.parse
30n20b8	2.0398919582366943	5.835883855819702	3.4814178943634033	6.204054117202759	0.6623349189758301	0.20403742790222168
50v-10	0.027454137802124023	0.07523918151855469	0.1255350112915039	0.17569494247436523	0.04446601867675781	0.013484954833984375
CMS750_4	0.2624192237854004	0.6261208057403564	0.30176401138305664	1.188627004623413	0.4317739009857178	0.16260409355163574
academictimetablesmall	0.5983140468597412	2.5719330310821533	1.0586590766906738	2.921131134033203	2.1819798946380615	0.5578179359436035
app1-2	0.6625890731811523	2.3567779064178467	1.0405490398406982	2.4510879516601562	1.8955049514770508	0.5717766284942627
assign1-5-8	0.005734920501708984	0.01347804069519043	0.006536006927490234	0.019868135452270508	0.014795064926147461	0.004331827163696289
atlanta-ip	0.8076229095458984	3.3526549339294434	1.2974369525909424	3.22815203666687	2.279592990875244	0.7808566093444824
b1c1s1	0.04007220268249512	0.29257702827453613	0.05272197723388672	0.1579291820526123	0.09121584892272949	0.030425310134887695
bab2	4.4822211265563965	13.331231117248535	6.3720479011535645	17.08011507987976	10.172881841659546	3.637941837310791
bab6	3.1670989990234375	9.680613040924072	4.752339124679565	13.04958200454712	8.66455078125	2.4963278770446777
beasleyC3	0.018340110778808594	0.059094905853271484	0.02443099021911621	0.07669401168823242	0.0521090030670166	0.01545095443725586
binkar10_1	0.01799607276916504	0.05117487907409668	0.02442789077758789	0.07121419906616211	0.0499720573425293	0.013690471649169922
blp-ar98	0.33699703216552734	1.2141940593719482	0.48653602600097656	1.2682280540466309	0.8491249084472656	0.28194093704223633
blp-ic98	0.35918188095092773	1.0634729862213135	0.44321680068969727	1.1744179725646973	0.772913932800293	0.25042176246643066
bnatt400	0.08424711227416992	0.34795594215393066	0.09192991256713867	0.25414180755615234	0.15986394882202148	0.054697275161743164
bnatt500	0.07934117317199707	0.23738694190979004	0.14021992683410645	0.3141148090362549	0.2017209529876709	0.06621694564819336
bppc4-08	0.03588700294494629	0.09781002998352051	0.042714834213256836	0.13073396682739258	0.08812689781188965	0.025356292724609375
brazil3	0.3638010025024414	0.9406681060791016	0.4948000907897949	1.336595058441162	1.4464659690856934	0.2806417942047119
buildingenergy	3.620166063308716	10.744887113571167	5.225172996520996	10.925649881362915	7.816718101501465	3.508344888687134
cbs-cta	0.34229207038879395	1.2001152038574219	0.3875429630279541	0.781609058380127	0.4947390556335449	0.20148468017578125
chromaticindex1024-7	1.221092939376831	4.50922703742981	2.166632890701294	5.632572174072266	2.492115020751953	1.2370409965515137
chromaticindex512-7	0.5465970039367676	2.2632548809051514	1.003154993057251	2.521202802658081	2.1344258785247803	0.5313382148742676
cmflsp50-24-8-8	0.3401319980621338	0.7908971309661865	0.41501402854919434	1.4734089374542236	0.6449182033538818	0.2126154899597168
co-100	3.6109511852264404	8.536632061004639	4.569844007492065	11.334667921066284	7.832221031188965	2.52345609664917
cod105	0.10022401809692383	0.19516611099243164	0.08719491958618164	0.26235413551330566	0.18081092834472656	0.05299019813537598
comp07-2idx	0.3103761672973633	1.263239860534668	0.3872029781341553	0.9584560394287109	0.617793083190918	0.21298742294311523
comp21-2idx	0.21221208572387695	0.6892449855804443	0.24185991287231445	0.802872896194458	0.3970298767089844	0.1415705680847168
cost266-UUE	0.04220008850097656	0.2128760814666748	0.05977606773376465	0.16307902336120605	0.10315299034118652	0.030218839645385742
cryptanalysiskb128n5obj14	1.1174190044403076	4.147940158843994	1.4890730381011963	3.957390069961548	3.2957229614257812	1.4229094982147217
cryptanalysiskb128n5obj16	1.4044098854064941	4.3820481300354	1.5509159564971924	5.786324977874756	3.349733829498291	1.285752296447754
csched007	0.046994924545288086	0.052320003509521484	0.02587604522705078	0.0736379623413086	0.04702496528625488	0.01371312141418457
csched008	0.013842105865478516	0.04672098159790039	0.02268815040588379	0.06468510627746582	0.041993141174316406	0.01229405403137207
cvs16r128-89	0.04953885078430176	0.15593695640563965	0.09876585006713867	0.3666720390319824	0.1336510181427002	0.04665851593017578
dano3_3	0.2251138687133789	0.4277799129486084	0.3288290500640869	0.6569170951843262	0.3628509044647217	0.11735653877258301
dano3_5	0.24469208717346191	0.5196371078491211	0.19492411613464355	0.5645439624786377	0.6482241153717041	0.10598111152648926
decomp2	0.19749188423156738	0.6707959175109863	0.2703990936279297	0.898622989654541	0.607996940612793	0.16671323776245117
drayage-100-23	0.1477499008178711	0.3877689838409424	0.16504192352294922	0.390902042388916	0.3536059856414795	0.0910341739654541
drayage-25-23	0.1329939365386963	0.38245511054992676	0.16071510314941406	0.38475990295410156	0.4684031009674072	0.08510398864746094
dws008-01	0.24945807456970215	0.4835240840911865	0.2781059741973877	0.6566340923309326	0.5386550426483154	0.11651277542114258
eil33-2	0.08927297592163086	0.22697997093200684	0.10750102996826172	0.2955169677734375	0.30368900299072266	0.057364702224731445
eilA101-2	1.9500398635864258	5.485482931137085	3.1571388244628906	7.723412990570068	4.673492908477783	1.525667667388916
enlight_hard	0.001795053482055664	0.005815982818603516	0.003080129623413086	0.00952291488647461	0.0062329769134521484	0.0029549598693847656
ex10	2.3727729320526123	6.379732847213745	2.963433027267456	8.674604892730713	5.638817071914673	1.9361748695373535
ex9	1.5405678749084473	2.6801860332489014	1.3289520740509033	3.733348846435547	2.3210458755493164	1.0035226345062256
exp-1-500-5-5	0.009549140930175781	0.026627063751220703	0.012970924377441406	0.03317594528198242	0.02131795883178711	0.007019758224487305
fast0507	1.184877872467041	3.898184061050415	1.8120129108428955	4.50760817527771	2.954864978790283	0.8718886375427246
fastxgemm-n2r6s0t2	0.04709815979003906	0.12541890144348145	0.06249094009399414	0.17020511627197266	0.11200308799743652	0.03412985801696777
fhnw-binpack4-4	0.006298065185546875	0.01666116714477539	0.007660865783691406	0.022543907165527344	0.2789430618286133	0.0053730010986328125
fhnw-binpack4-48	0.04826188087463379	0.12879109382629395	0.06432199478149414	0.4231760501861572	0.10210108757019043	0.03602480888366699
fiball	0.3003051280975342	1.3829479217529297	0.5103340148925781	1.7385859489440918	1.2429351806640625	0.27707791328430176
gen-ip002	0.0015079975128173828	0.003963947296142578	0.002410888671875	0.006117105484008789	0.003902912139892578	0.001374959945678711
gen-ip054	0.0009100437164306641	0.0024690628051757812	0.001538991928100586	0.0039310455322265625	0.0024290084838867188	0.0009398460388183594
germanrr	0.33794283866882324	0.8510880470275879	0.36504602432250977	1.6037170886993408	0.7313017845153809	0.24370551109313965
gfd-schedulen180f7d50m30k18	5.9439308643341064	17.16469097137451	8.285903930664062	25.566909790039062	13.251293897628784	6.277021169662476
glass-sc	0.27511000633239746	0.25655484199523926	0.08995318412780762	0.34089207649230957	0.19977807998657227	0.07196402549743652
glass4	0.00468897819519043	0.014729022979736328	0.007606983184814453	0.02085590362548828	0.012430906295776367	0.003983259201049805
gmu-35-40	0.011483907699584961	0.04326009750366211	0.017961978912353516	0.0604710578918457	0.03325009346008301	0.01133871078491211
gmu-35-50	0.018230915069580078	0.0701901912689209	0.02764582633972168	0.09985089302062988	0.05299806594848633	0.019458293914794922
graph20-20-1rand	0.054286956787109375	0.15324091911315918	0.08074593544006348	0.22498393058776855	0.11867094039916992	0.03977680206298828
graphdraw-domain	0.0077288150787353516	0.02148890495300293	0.012217998504638672	0.03222298622131348	0.01833796501159668	0.005936145782470703
h80x6320d	0.1472480297088623	0.31998205184936523	0.14805889129638672	0.4253270626068115	0.2649538516998291	0.08025193214416504
highschool1-aigio	5.0522589683532715	14.232369899749756	8.023836135864258	18.11536407470703	11.595403909683228	4.5570714473724365
hypothyroid-k1	0.7052500247955322	2.3688158988952637	0.5191102027893066	2.2516021728515625	2.055004119873047	0.4615955352783203
ic97_potential	0.011511087417602539	0.029371976852416992	0.016051054000854492	0.04197216033935547	0.02442193031311035	0.008721351623535156
icir97_tension	0.04529690742492676	0.10306406021118164	0.06664800643920898	0.2144780158996582	0.08851194381713867	0.029959678649902344
irish-electricity	1.7134990692138672	4.482449054718018	2.0221550464630127	6.028903007507324	4.1205620765686035	1.4319813251495361
irp	0.2618720531463623	1.2998340129852295	0.3344149589538574	1.3934910297393799	0.5889391899108887	0.20908308029174805
istanbul-no-cutoff	0.2714240550994873	0.7198529243469238	0.3361659049987793	0.9135558605194092	0.43375515937805176	0.15550804138183594
k1mushroom	2.878098964691162	6.918705224990845	1.9414260387420654	9.496546983718872	6.81337308883667	2.1761474609375
lectsched-5-obj	0.6928501129150391	2.0048320293426514	0.7352809906005859	2.5619699954986572	1.7742879390716553	0.5897564888000488
leo1	0.19636011123657227	0.4501519203186035	0.195296049118042	0.5807590484619141	0.5818028450012207	0.13070106506347656
leo2	0.30550289154052734	1.2664000988006592	0.33167481422424316	1.4449880123138428	1.0255110263824463	0.23380589485168457
lotsize	0.02685403823852539	0.09651017189025879	0.0456700325012207	0.10769987106323242	0.06450605392456055	0.02148723602294922
mad	0.0051000118255615234	0.012189149856567383	0.006576061248779297	0.016377925872802734	0.010583877563476562	0.00392913818359375
map10	3.47694993019104	9.75255799293518	4.848655939102173	10.487343072891235	6.975471019744873	3.0220439434051514
map16715-04	3.5308480262756348	9.179989099502563	4.285847902297974	12.69113802909851	7.6474950313568115	3.199810028076172
markshare2	0.0010800361633300781	0.002502918243408203	0.001522064208984375	0.0042340755462646484	0.0025320053100585938	0.000797271728515625
markshare_4_0	0.0003809928894042969	0.0010271072387695312	0.0007669925689697266	0.00179290771484375	0.0009479522705078125	0.0004584789276123047
mas74	0.0034799575805664062	0.007885217666625977	0.00419306755065918	0.011744022369384766	0.007969856262207031	0.0024709701538085938
mas76	0.003361940383911133	0.007868051528930664	0.004127025604248047	0.0116119384765625	0.007456064224243164	0.0024139881134033203
mc11	0.02307891845703125	0.2763040065765381	0.030269861221313477	0.09294319152832031	0.06178593635559082	0.018244028091430664
mcsched	0.020682096481323242	0.0793309211730957	0.02823185920715332	0.10025787353515625	0.06686210632324219	0.020490646362304688
mik-250-20-75-4	0.01487588882446289	0.033509016036987305	0.019040822982788086	0.04417896270751953	0.03302192687988281	0.009622573852539062
milo-v12-6-r2-40-1	0.1609959602355957	0.13390088081359863	0.058363914489746094	0.15752005577087402	0.6040239334106445	0.03543281555175781
momentum1	0.49729108810424805	1.2583789825439453	0.49368906021118164	1.1531109809875488	0.6861171722412109	0.29469943046569824
mushroom-best	0.34956812858581543	0.8364238739013672	0.27794790267944336	1.0994491577148438	0.941572904586792	0.26296401023864746
